Unnamed: 0,Total Loss,Loss avg,loss_stage1_L1 value,loss_stage1_L1 avg,loss_stage1_L2 value,loss_stage1_L2 avg,loss_stage2_L1 value,loss_stage2_L1 avg,loss_stage2_L2 value,loss_stage2_L2 avg,loss_stage3_L1 value,loss_stage3_L1 avg,loss_stage3_L2 value,loss_stage3_L2 avg,loss_stage4_L1 value,loss_stage4_L1 avg,loss_stage4_L2 value,loss_stage4_L2 avg,loss_stage5_L1 value,loss_stage5_L1 avg,loss_stage5_L2 value,loss_stage5_L2 avg,loss_stage6_L1 value,loss_stage6_L1 avg,loss_stage6_L2 value,loss_stage6_L2 avg,max_ht value,max_ht avg,min_ht value,min_ht avg,max_paf value,max_paf avg,min_paf value,min_paf avg
,0.3288983106613159,0.3288983106613159,0.0037133831065148,0.0037133831065148,0.0510888323187828,0.0510888323187828,0.0037134136073291,0.0037134136073291,0.0510700121521949,0.0510700121521949,0.0037145898677408,0.0037145898677408,0.0511168800294399,0.0511168800294399,0.0037131856661289,0.0037131856661289,0.0511258952319622,0.0511258952319622,0.0037137947510927,0.0037137947510927,0.0511146821081638,0.0511146821081638,0.0037140357308089,0.0037140357308089,0.051099594682455,0.051099594682455,0.0015788242453709,0.0015788242453709,-0.0015946096973493,-0.0015946096973493,0.0016810086090117,0.0016810086090117,-0.0017754239961504,-0.0017754239961504
,0.0334663726389408,0.0752494856715202,0.002741620875895,0.0031894426127629,0.0027698683552443,0.0092862587189301,0.0027416676748543,0.0031895003048703,0.0028338127303868,0.0093451083937127,0.0027418909594416,0.0031899122321712,0.0028587693814188,0.0093783921661919,0.0027415987569838,0.003189394533235,0.0028495884034782,0.0093674042894105,0.0027416553348302,0.0031895295029417,0.0028552487492561,0.0093735650547647,0.0027416949160397,0.0031897136387193,0.0028489576652646,0.0093612701831651,0.0040113911963999,0.005218862905167,0.0015379092656075,0.001307685756945,0.0118871163576841,0.0117150904455532,-0.0060469703748822,-0.0058227836797457
,0.034515906125307,0.0552254058420658,0.0030268719419837,0.0031165421838167,0.0027244184166193,0.0060518905662409,0.0030269480776041,0.0031165953458672,0.002725719474256,0.0060839320436438,0.0030270761344581,0.0031169005669653,0.0027261322829872,0.006101849446323,0.003026878228411,0.0031165246051032,0.0027259227354079,0.0060958793278919,0.0030269175767898,0.0031166061838498,0.0027260740753263,0.0060992651056816,0.0030269550625234,0.0031167257963339,0.0027259881608188,0.0060926985234113,0.0046078856103122,0.0047809617883503,0.0017166979378089,0.0016473707694719,0.0121967839077115,0.0111876652837253,-0.0060764634981751,-0.0056085285174137
,0.0395874679088592,0.0481942184269428,0.0033369667362421,0.0030825504475868,0.0032606231980025,0.004925619301264,0.0033369848970323,0.0030826006760271,0.0032609431073069,0.0049472849312253,0.0033372212201356,0.0030828652575184,0.0032609212212264,0.0049593388885412,0.0033370121382176,0.0030825477204148,0.0032608734909445,0.0049553101893789,0.0033369793090969,0.0030826036398466,0.0032609656918793,0.0049576117641857,0.0033370070159435,0.0030826981614542,0.0032609682530164,0.0049531947798477,0.0044255731627345,0.0046570821050707,0.0020973104983568,0.0016979541482602,0.0104359295219182,0.0113832402676649,-0.0051348959095776,-0.0058003299235992
,0.0382867567241191,0.0451071225106716,0.0035486072301864,0.0031019639838946,0.0028320662677288,0.0043975674435151,0.0035486065316945,0.0031020068721615,0.0028325845487415,0.0044139902521338,0.0035488617140799,0.0031022654995782,0.0028325566090643,0.0044230599657712,0.0035485664848238,0.0031019600875744,0.0028324965387582,0.0044200136642443,0.0035486207343637,0.0031019995408707,0.002832609694451,0.0044217718331097,0.003548578126356,0.0031020854783738,0.0028326017782092,0.0044184439114214,0.0044445060193538,0.0046850912327544,0.0017666396452113,0.0018334974524749,0.0121442805975675,0.0115756830919166,-0.0055236080661416,-0.0057682315732731
,0.0407590270042419,0.0430568717420101,0.0034673425834625,0.0030988285336459,0.0033252222929149,0.0040625366186354,0.0034672666806727,0.0030988545726413,0.0033259761985391,0.0040758134806436,0.0034676138311624,0.0030991174349801,0.0033259126357734,0.0040830776837682,0.0034672834444791,0.0030988152012099,0.0033257917966693,0.0040806198220626,0.0034672645851969,0.0030988395988646,0.0033259904012084,0.0040820575017242,0.0034673549234867,0.0030989243446083,0.0033260078635066,0.004079391029525,0.0049250680021941,0.0046568199344403,0.0023716259747743,0.0018597951090876,0.0111839650198817,0.0115611690608323,-0.0049835336394608,-0.0057810457575476
,0.0333684384822845,0.0416748896241188,0.0029887093696743,0.003102287918537,0.0025722598657011,0.00383110839608,0.0029884206596761,0.0031022841268611,0.0025729842018336,0.0038423050841516,0.0029888579156249,0.0031025682918511,0.0025729341432452,0.003848358229657,0.0029884607065469,0.003102254126344,0.0025727620813995,0.0038462848342908,0.002988388063386,0.003102263458812,0.0025730575434863,0.0038475255233674,0.0029885328840464,0.003102351309085,0.002573070814833,0.0038453035214377,0.0037945911753922,0.0046848496354823,0.0015853807562962,0.0019015618248781,0.0094723561778664,0.0117425926680068,-0.0049167061224579,-0.0059120531582604
,0.0337718911468982,0.0409290716052055,0.002887105802074,0.0031175621618444,0.0027405726723372,0.0036931920330971,0.0028866140637546,0.0031175024308766,0.0027420651167631,0.0037029580739888,0.0028874145355075,0.0031178398520177,0.0027418460231274,0.0037081328877875,0.0028867153450846,0.0031174871069874,0.00274169142358,0.0037063293452936,0.0028865362983196,0.0031174729703694,0.0027423170395195,0.0037074611911959,0.0028866592328995,0.0031175711869215,0.0027423575520515,0.0037055623796867,0.0043493555858731,0.0046863702930021,0.0020626145415008,0.0019347299611136,0.0117819188162684,0.0118282067850364,-0.0053099812939763,-0.0058829615747965
,0.042504072189331,0.0404703877866268,0.0038034382741898,0.003138954935578,0.0032792761921882,0.0035965709899326,0.0038013849407434,0.0031387715727692,0.0032821046188473,0.0036053465460918,0.0038038897328078,0.0031392337878737,0.0032808342948555,0.0036098091148696,0.0038016817998141,0.0031387837363626,0.0032815921586006,0.0036082452037284,0.0038011642172932,0.0031387271831008,0.0032835218589752,0.0036093706145061,0.0038014648016542,0.0031388489347275,0.0032837176695466,0.0036077214352879,0.006783430930227,0.004724414438524,0.0032027275301516,0.0019570809086894,0.0160331055521965,0.0119705885917711,-0.0076896753162145,-0.0059554321671147
,0.0335238017141819,0.0399050153791904,0.0030364256817847,0.0031403691709833,0.0025510261766612,0.0035018492174895,0.003031410742551,0.0031399318963824,0.0025538764894008,0.0035099683526275,0.0030368771404027,0.0031406546567273,0.0025426859501749,0.0035135065274858,0.0030323783867061,0.0031399969847677,0.0025555517058819,0.0035125646960165,0.0030303648672997,0.0031398422282847,0.0025600756052881,0.0035138600602365,0.0030321276281028,0.0031400214101172,0.0025610011070966,0.0035124427847337,0.0057005695998668,0.0047687663142286,0.0020914829801768,0.0019796047342339,0.0186031237244606,0.0124872131749102,-0.0088494820520281,-0.0061857881274033
